dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
01-05-1954,35.153,0.079,New Delhi,India,28.13N,77.27E
01-06-1954,35.098,0.439,New Delhi,India,28.13N,77.27E
01-07-1954,31.636,0.197,New Delhi,India,28.13N,77.27E
01-08-1954,30.892,0.699,New Delhi,India,28.13N,77.27E
01-09-1954,29.712,0.509,New Delhi,India,28.13N,77.27E
01-10-1954,24.14,0.304,New Delhi,India,28.13N,77.27E
01-11-1954,20.548,0.401,New Delhi,India,28.13N,77.27E
01-12-1954,15.45,0.618,New Delhi,India,28.13N,77.27E
01-01-1955,14.137,0.635,New Delhi,India,28.13N,77.27E
01-02-1955,17.637,0.705,New Delhi,India,28.13N,77.27E
01-03-1955,25.242,0.35,New Delhi,India,28.13N,77.27E
01-04-1955,27.349,0.253,New Delhi,India,28.13N,77.27E
01-05-1955,32.394,0.378,New Delhi,India,28.13N,77.27E
01-06-1955,34.92,0.546,New Delhi,India,28.13N,77.27E
01-07-1955,31.77,0.553,New Delhi,India,28.13N,77.27E
01-08-1955,29.434,0.361,New Delhi,India,28.13N,77.27E
01-09-1955,28.985,0.342,New Delhi,India,28.13N,77.27E
01-10-1955,24.68,0.213,New Delhi,India,28.13N,77.27E
01-11-1955,19.736,0.293,New Delhi,India,28.13N,77.27E
01-12-1955,15.559,0.491,New Delhi,India,28.13N,77.27E
01-01-1956,14.394,0.587,New Delhi,India,28.13N,77.27E
01-02-1956,17.713,0.429,New Delhi,India,28.13N,77.27E
01-03-1956,23.379,0.32,New Delhi,India,28.13N,77.27E
01-04-1956,29.892,0.42,New Delhi,India,28.13N,77.27E
01-05-1956,35.033,0.239,New Delhi,India,28.13N,77.27E
01-06-1956,33.865,0.71,New Delhi,India,28.13N,77.27E
01-07-1956,29.918,0.505,New Delhi,India,28.13N,77.27E
01-08-1956,29.429,0.32,New Delhi,India,28.13N,77.27E
01-09-1956,30.157,0.534,New Delhi,India,28.13N,77.27E
01-10-1956,24.81,0.318,New Delhi,India,28.13N,77.27E
01-11-1956,19.31,0.296,New Delhi,India,28.13N,77.27E
01-12-1956,15.712,0.678,New Delhi,India,28.13N,77.27E
01-01-1957,13.652,0.559,New Delhi,India,28.13N,77.27E
01-02-1957,16.009,0.386,New Delhi,India,28.13N,77.27E
01-03-1957,22.011,0.308,New Delhi,India,28.13N,77.27E
01-04-1957,27.801,0.35,New Delhi,India,28.13N,77.27E
01-05-1957,32.192,0.418,New Delhi,India,28.13N,77.27E
01-06-1957,33.849,0.663,New Delhi,India,28.13N,77.27E
01-07-1957,31.386,0.355,New Delhi,India,28.13N,77.27E
01-08-1957,30.378,0.753,New Delhi,India,28.13N,77.27E
01-09-1957,28.648,0.654,New Delhi,India,28.13N,77.27E
01-10-1957,26.046,0.323,New Delhi,India,28.13N,77.27E
01-11-1957,21.146,0.217,New Delhi,India,28.13N,77.27E
01-12-1957,15.752,0.434,New Delhi,India,28.13N,77.27E
01-01-1958,16.074,0.47,New Delhi,India,28.13N,77.27E
01-02-1958,17.533,0.622,New Delhi,India,28.13N,77.27E
01-03-1958,24.568,0.2,New Delhi,India,28.13N,77.27E
01-04-1958,31.372,0.308,New Delhi,India,28.13N,77.27E
01-05-1958,34.004,0.521,New Delhi,India,28.13N,77.27E
01-06-1958,35.473,0.537,New Delhi,India,28.13N,77.27E
01-07-1958,30.795,0.586,New Delhi,India,28.13N,77.27E
01-08-1958,30.05,0.46,New Delhi,India,28.13N,77.27E
01-09-1958,28.929,0.253,New Delhi,India,28.13N,77.27E
01-10-1958,25.765,0.289,New Delhi,India,28.13N,77.27E
01-11-1958,20.324,0.661,New Delhi,India,28.13N,77.27E
01-12-1958,16.325,0.547,New Delhi,India,28.13N,77.27E
01-01-1959,14.45,0.312,New Delhi,India,28.13N,77.27E
01-02-1959,16.736,0.291,New Delhi,India,28.13N,77.27E
01-03-1959,24.39,0.222,New Delhi,India,28.13N,77.27E
01-04-1959,29.386,0.301,New Delhi,India,28.13N,77.27E
01-05-1959,33.102,0.352,New Delhi,India,28.13N,77.27E
01-06-1959,34.702,0.613,New Delhi,India,28.13N,77.27E
01-07-1959,30.749,0.67,New Delhi,India,28.13N,77.27E
01-08-1959,29.992,0.336,New Delhi,India,28.13N,77.27E
01-09-1959,29.51,0.441,New Delhi,India,28.13N,77.27E
01-10-1959,26.866,0.358,New Delhi,India,28.13N,77.27E
01-11-1959,20.5,0.286,New Delhi,India,28.13N,77.27E
01-12-1959,16.295,0.455,New Delhi,India,28.13N,77.27E
01-01-1960,13.967,0.415,New Delhi,India,28.13N,77.27E
01-02-1960,20.287,0.518,New Delhi,India,28.13N,77.27E
01-03-1960,22.553,0.501,New Delhi,India,28.13N,77.27E
01-04-1960,28.086,0.138,New Delhi,India,28.13N,77.27E
01-05-1960,33.781,0.731,New Delhi,India,28.13N,77.27E
01-06-1960,35.172,0.419,New Delhi,India,28.13N,77.27E
01-07-1960,31.258,0.347,New Delhi,India,28.13N,77.27E
01-08-1960,29.732,0.524,New Delhi,India,28.13N,77.27E
01-09-1960,30.089,0.225,New Delhi,India,28.13N,77.27E
01-10-1960,25.744,0.389,New Delhi,India,28.13N,77.27E
01-11-1960,19.806,0.337,New Delhi,India,28.13N,77.27E
01-12-1960,15.944,0.354,New Delhi,India,28.13N,77.27E
01-01-1961,14.578,0.695,New Delhi,India,28.13N,77.27E
01-02-1961,15.429,0.77,New Delhi,India,28.13N,77.27E
01-03-1961,23.735,0.268,New Delhi,India,28.13N,77.27E
01-04-1961,28.819,0.382,New Delhi,India,28.13N,77.27E
01-05-1961,33.454,0.564,New Delhi,India,28.13N,77.27E
01-06-1961,34.065,0.574,New Delhi,India,28.13N,77.27E
01-07-1961,31.165,0.268,New Delhi,India,28.13N,77.27E
01-08-1961,29.428,0.428,New Delhi,India,28.13N,77.27E
01-09-1961,29.593,0.166,New Delhi,India,28.13N,77.27E
01-10-1961,25.407,0.224,New Delhi,India,28.13N,77.27E
01-11-1961,19.051,0.232,New Delhi,India,28.13N,77.27E
01-12-1961,12.927,0.249,New Delhi,India,28.13N,77.27E
01-01-1962,13.01,0.259,New Delhi,India,28.13N,77.27E
01-02-1962,17.815,0.2,New Delhi,India,28.13N,77.27E
01-03-1962,22.978,0.174,New Delhi,India,28.13N,77.27E
01-04-1962,30.039,0.471,New Delhi,India,28.13N,77.27E
01-05-1962,33.565,0.324,New Delhi,India,28.13N,77.27E
01-06-1962,34.651,0.636,New Delhi,India,28.13N,77.27E
01-07-1962,31.831,0.271,New Delhi,India,28.13N,77.27E
01-08-1962,30.123,0.291,New Delhi,India,28.13N,77.27E
01-09-1962,28.456,0.304,New Delhi,India,28.13N,77.27E
01-10-1962,24.638,0.418,New Delhi,India,28.13N,77.27E
01-11-1962,19.917,0.545,New Delhi,India,28.13N,77.27E
01-12-1962,15.193,0.557,New Delhi,India,28.13N,77.27E
01-01-1963,13.86,1.008,New Delhi,India,28.13N,77.27E
01-02-1963,19.203,0.276,New Delhi,India,28.13N,77.27E
01-03-1963,22.849,0.629,New Delhi,India,28.13N,77.27E
01-04-1963,28.448,0.493,New Delhi,India,28.13N,77.27E
01-05-1963,32.831,1.114,New Delhi,India,28.13N,77.27E
01-06-1963,34.062,0.847,New Delhi,India,28.13N,77.27E
01-07-1963,32.433,0.405,New Delhi,India,28.13N,77.27E
01-08-1963,29.375,0.661,New Delhi,India,28.13N,77.27E
01-09-1963,28.602,0.523,New Delhi,India,28.13N,77.27E
01-10-1963,26.844,0.119,New Delhi,India,28.13N,77.27E
01-11-1963,21.627,0.726,New Delhi,India,28.13N,77.27E
01-12-1963,15.338,0.538,New Delhi,India,28.13N,77.27E
01-01-1964,12.769,0.293,New Delhi,India,28.13N,77.27E
01-02-1964,17.238,0.353,New Delhi,India,28.13N,77.27E
01-03-1964,25,0.541,New Delhi,India,28.13N,77.27E
01-04-1964,30.072,0.235,New Delhi,India,28.13N,77.27E
01-05-1964,31.743,0.362,New Delhi,India,28.13N,77.27E
01-06-1964,34.282,0.63,New Delhi,India,28.13N,77.27E
01-07-1964,29.906,0.892,New Delhi,India,28.13N,77.27E
01-08-1964,29.965,0.465,New Delhi,India,28.13N,77.27E
01-09-1964,28.715,0.954,New Delhi,India,28.13N,77.27E
01-10-1964,26.043,0.801,New Delhi,India,28.13N,77.27E
01-11-1964,19.417,0.326,New Delhi,India,28.13N,77.27E
01-12-1964,15.426,0.275,New Delhi,India,28.13N,77.27E
01-01-1965,16.057,0.354,New Delhi,India,28.13N,77.27E
01-02-1965,17.271,0.387,New Delhi,India,28.13N,77.27E
01-03-1965,22.317,0.634,New Delhi,India,28.13N,77.27E
01-04-1965,26.979,0.175,New Delhi,India,28.13N,77.27E
01-05-1965,32.13,0.453,New Delhi,India,28.13N,77.27E
01-06-1965,35.331,0.875,New Delhi,India,28.13N,77.27E
01-07-1965,31.229,0.335,New Delhi,India,28.13N,77.27E
01-08-1965,29.91,0.297,New Delhi,India,28.13N,77.27E
01-09-1965,29.052,0.407,New Delhi,India,28.13N,77.27E
01-10-1965,26.539,0.287,New Delhi,India,28.13N,77.27E
01-11-1965,21.396,0.298,New Delhi,India,28.13N,77.27E
01-12-1965,14.861,0.371,New Delhi,India,28.13N,77.27E
01-01-1966,15.347,0.417,New Delhi,India,28.13N,77.27E
01-02-1966,19.41,1.048,New Delhi,India,28.13N,77.27E
01-03-1966,23.124,0.404,New Delhi,India,28.13N,77.27E
01-04-1966,29.202,0.365,New Delhi,India,28.13N,77.27E
01-05-1966,33.277,0.306,New Delhi,India,28.13N,77.27E
01-06-1966,33.306,0.529,New Delhi,India,28.13N,77.27E
01-07-1966,32.332,0.32,New Delhi,India,28.13N,77.27E
01-08-1966,29.507,0.411,New Delhi,India,28.13N,77.27E
01-09-1966,28.945,0.407,New Delhi,India,28.13N,77.27E
01-10-1966,26.573,0.362,New Delhi,India,28.13N,77.27E
01-11-1966,20.45,0.323,New Delhi,India,28.13N,77.27E
01-12-1966,14.743,0.591,New Delhi,India,28.13N,77.27E
01-01-1967,13.27,0.633,New Delhi,India,28.13N,77.27E
01-02-1967,19.431,0.361,New Delhi,India,28.13N,77.27E
01-03-1967,21.929,0.257,New Delhi,India,28.13N,77.27E
01-04-1967,27.901,0.221,New Delhi,India,28.13N,77.27E
01-05-1967,32.529,0.986,New Delhi,India,28.13N,77.27E
01-06-1967,34.697,0.39,New Delhi,India,28.13N,77.27E
01-07-1967,30.968,0.539,New Delhi,India,28.13N,77.27E
01-08-1967,28.958,0.562,New Delhi,India,28.13N,77.27E
01-09-1967,28.569,0.625,New Delhi,India,28.13N,77.27E
01-10-1967,25.585,0.175,New Delhi,India,28.13N,77.27E
01-11-1967,20.195,0.29,New Delhi,India,28.13N,77.27E
01-12-1967,15.672,0.291,New Delhi,India,28.13N,77.27E
01-01-1968,13.324,0.405,New Delhi,India,28.13N,77.27E
01-02-1968,15.686,0.338,New Delhi,India,28.13N,77.27E
01-03-1968,22.699,0.384,New Delhi,India,28.13N,77.27E
01-04-1968,28.331,0.359,New Delhi,India,28.13N,77.27E
01-05-1968,32.629,0.396,New Delhi,India,28.13N,77.27E
01-06-1968,34.582,0.6,New Delhi,India,28.13N,77.27E
01-07-1968,30.597,0.59,New Delhi,India,28.13N,77.27E
01-08-1968,29.735,0.376,New Delhi,India,28.13N,77.27E
01-09-1968,30.582,0.187,New Delhi,India,28.13N,77.27E
01-10-1968,25.834,0.347,New Delhi,India,28.13N,77.27E
01-11-1968,20.543,0.296,New Delhi,India,28.13N,77.27E
01-12-1968,15.709,0.174,New Delhi,India,28.13N,77.27E
01-01-1969,14.487,0.224,New Delhi,India,28.13N,77.27E
01-02-1969,17.961,0.234,New Delhi,India,28.13N,77.27E
01-03-1969,25.594,0.236,New Delhi,India,28.13N,77.27E
01-04-1969,29.332,0.559,New Delhi,India,28.13N,77.27E
01-05-1969,32.074,0.483,New Delhi,India,28.13N,77.27E
01-06-1969,35.294,1.151,New Delhi,India,28.13N,77.27E
01-07-1969,31.163,0.52,New Delhi,India,28.13N,77.27E
01-08-1969,30.02,0.375,New Delhi,India,28.13N,77.27E
01-09-1969,29.104,0.16,New Delhi,India,28.13N,77.27E
01-10-1969,27.039,0.383,New Delhi,India,28.13N,77.27E
01-11-1969,21.617,0.338,New Delhi,India,28.13N,77.27E
01-12-1969,15.928,0.495,New Delhi,India,28.13N,77.27E
01-01-1970,14.892,0.498,New Delhi,India,28.13N,77.27E
01-02-1970,16.64,0.39,New Delhi,India,28.13N,77.27E
01-03-1970,22.505,0.356,New Delhi,India,28.13N,77.27E
01-04-1970,30.208,0.484,New Delhi,India,28.13N,77.27E
01-05-1970,33.986,0.483,New Delhi,India,28.13N,77.27E
01-06-1970,32.661,0.77,New Delhi,India,28.13N,77.27E
01-07-1970,31.83,0.537,New Delhi,India,28.13N,77.27E
01-08-1970,29.798,0.27,New Delhi,India,28.13N,77.27E
01-09-1970,29.424,0.112,New Delhi,India,28.13N,77.27E
01-10-1970,26.756,0.473,New Delhi,India,28.13N,77.27E
01-11-1970,20.071,0.314,New Delhi,India,28.13N,77.27E
01-12-1970,15.875,0.147,New Delhi,India,28.13N,77.27E
01-01-1971,13.538,0.353,New Delhi,India,28.13N,77.27E
01-02-1971,17.708,0.51,New Delhi,India,28.13N,77.27E
01-03-1971,23.298,0.13,New Delhi,India,28.13N,77.27E
01-04-1971,29.833,0.235,New Delhi,India,28.13N,77.27E
01-05-1971,31.353,0.36,New Delhi,India,28.13N,77.27E
01-06-1971,32.09,0.32,New Delhi,India,28.13N,77.27E
01-07-1971,29.83,0.425,New Delhi,India,28.13N,77.27E
01-08-1971,28.851,0.423,New Delhi,India,28.13N,77.27E
01-09-1971,28.89,0.196,New Delhi,India,28.13N,77.27E
01-10-1971,25.96,0.219,New Delhi,India,28.13N,77.27E
01-11-1971,20.417,0.277,New Delhi,India,28.13N,77.27E
01-12-1971,15.912,0.366,New Delhi,India,28.13N,77.27E
01-01-1972,15.074,0.643,New Delhi,India,28.13N,77.27E
01-02-1972,15.265,0.352,New Delhi,India,28.13N,77.27E
01-03-1972,23.959,0.446,New Delhi,India,28.13N,77.27E
01-04-1972,28.104,0.397,New Delhi,India,28.13N,77.27E
01-05-1972,34.262,0.332,New Delhi,India,28.13N,77.27E
01-06-1972,35.059,0.664,New Delhi,India,28.13N,77.27E
01-07-1972,32.024,0.46,New Delhi,India,28.13N,77.27E
01-08-1972,29.59,0.288,New Delhi,India,28.13N,77.27E
01-09-1972,28.598,0.315,New Delhi,India,28.13N,77.27E
01-10-1972,25.836,0.456,New Delhi,India,28.13N,77.27E
01-11-1972,20.996,0.722,New Delhi,India,28.13N,77.27E
01-12-1972,16.315,0.381,New Delhi,India,28.13N,77.27E
01-01-1973,14.594,0.469,New Delhi,India,28.13N,77.27E
01-02-1973,18.8,0.358,New Delhi,India,28.13N,77.27E
01-03-1973,23.102,0.418,New Delhi,India,28.13N,77.27E
01-04-1973,31.111,0.197,New Delhi,India,28.13N,77.27E
01-05-1973,34.175,0.409,New Delhi,India,28.13N,77.27E
01-06-1973,34.093,0.731,New Delhi,India,28.13N,77.27E
01-07-1973,31.533,0.478,New Delhi,India,28.13N,77.27E
01-08-1973,29.334,0.285,New Delhi,India,28.13N,77.27E
01-09-1973,29.517,0.277,New Delhi,India,28.13N,77.27E
01-10-1973,26,0.281,New Delhi,India,28.13N,77.27E
01-11-1973,20.369,0.361,New Delhi,India,28.13N,77.27E
01-12-1973,14.13,0.357,New Delhi,India,28.13N,77.27E
01-01-1974,14.298,0.243,New Delhi,India,28.13N,77.27E
01-02-1974,16.441,0.286,New Delhi,India,28.13N,77.27E
01-03-1974,24.901,0.398,New Delhi,India,28.13N,77.27E
01-04-1974,30.824,0.186,New Delhi,India,28.13N,77.27E
01-05-1974,33.485,0.328,New Delhi,India,28.13N,77.27E
01-06-1974,33.744,0.283,New Delhi,India,28.13N,77.27E
01-07-1974,30.626,0.327,New Delhi,India,28.13N,77.27E
01-08-1974,30.223,0.283,New Delhi,India,28.13N,77.27E
01-09-1974,30.395,0.462,New Delhi,India,28.13N,77.27E
01-10-1974,26.68,0.172,New Delhi,India,28.13N,77.27E
01-11-1974,20.144,0.417,New Delhi,India,28.13N,77.27E
01-12-1974,14.487,0.452,New Delhi,India,28.13N,77.27E
01-01-1975,13.415,0.379,New Delhi,India,28.13N,77.27E
01-02-1975,16.52,0.289,New Delhi,India,28.13N,77.27E
01-03-1975,22.657,0.224,New Delhi,India,28.13N,77.27E
01-04-1975,29.91,0.213,New Delhi,India,28.13N,77.27E
01-05-1975,34.561,0.409,New Delhi,India,28.13N,77.27E
01-06-1975,32.879,0.716,New Delhi,India,28.13N,77.27E
01-07-1975,30.313,0.369,New Delhi,India,28.13N,77.27E
01-08-1975,29.55,0.506,New Delhi,India,28.13N,77.27E
01-09-1975,28.178,0.371,New Delhi,India,28.13N,77.27E
01-10-1975,26.604,0.366,New Delhi,India,28.13N,77.27E
01-11-1975,19.617,0.288,New Delhi,India,28.13N,77.27E
01-12-1975,16.079,0.215,New Delhi,India,28.13N,77.27E
01-01-1976,15.706,0.364,New Delhi,India,28.13N,77.27E
01-02-1976,17.85,0.235,New Delhi,India,28.13N,77.27E
01-03-1976,22.779,0.249,New Delhi,India,28.13N,77.27E
01-04-1976,28.406,0.284,New Delhi,India,28.13N,77.27E
01-05-1976,32.972,0.396,New Delhi,India,28.13N,77.27E
01-06-1976,32.594,0.393,New Delhi,India,28.13N,77.27E
01-07-1976,31.146,0.423,New Delhi,India,28.13N,77.27E
01-08-1976,28.723,0.4,New Delhi,India,28.13N,77.27E
01-09-1976,28.878,0.327,New Delhi,India,28.13N,77.27E
01-10-1976,26.989,0.351,New Delhi,India,28.13N,77.27E
01-11-1976,22.029,0.359,New Delhi,India,28.13N,77.27E
01-12-1976,15.873,0.31,New Delhi,India,28.13N,77.27E
01-01-1977,14.617,0.204,New Delhi,India,28.13N,77.27E
01-02-1977,18.099,0.603,New Delhi,India,28.13N,77.27E
01-03-1977,25.108,0.42,New Delhi,India,28.13N,77.27E
01-04-1977,28.605,0.369,New Delhi,India,28.13N,77.27E
01-05-1977,31.741,0.44,New Delhi,India,28.13N,77.27E
01-06-1977,33.002,0.473,New Delhi,India,28.13N,77.27E
01-07-1977,29.427,0.624,New Delhi,India,28.13N,77.27E
01-08-1977,29.684,0.345,New Delhi,India,28.13N,77.27E
01-09-1977,28.196,0.239,New Delhi,India,28.13N,77.27E
01-10-1977,26.7,0.298,New Delhi,India,28.13N,77.27E
01-11-1977,22.735,0.319,New Delhi,India,28.13N,77.27E
01-12-1977,16.947,0.461,New Delhi,India,28.13N,77.27E
01-01-1978,14.44,0.425,New Delhi,India,28.13N,77.27E
01-02-1978,16.408,0.296,New Delhi,India,28.13N,77.27E
01-03-1978,21.239,0.258,New Delhi,India,28.13N,77.27E
01-04-1978,28.976,0.332,New Delhi,India,28.13N,77.27E
01-05-1978,35.859,0.46,New Delhi,India,28.13N,77.27E
01-06-1978,33.594,0.551,New Delhi,India,28.13N,77.27E
01-07-1978,29.826,0.406,New Delhi,India,28.13N,77.27E
01-08-1978,29.261,0.451,New Delhi,India,28.13N,77.27E
01-09-1978,28.8,0.235,New Delhi,India,28.13N,77.27E
01-10-1978,26.648,0.247,New Delhi,India,28.13N,77.27E
01-11-1978,21.39,0.426,New Delhi,India,28.13N,77.27E
01-12-1978,16.032,0.37,New Delhi,India,28.13N,77.27E
01-01-1979,15.503,0.263,New Delhi,India,28.13N,77.27E
01-02-1979,16.727,0.295,New Delhi,India,28.13N,77.27E
01-03-1979,21.587,0.396,New Delhi,India,28.13N,77.27E
01-04-1979,29.858,0.336,New Delhi,India,28.13N,77.27E
01-05-1979,32.021,0.378,New Delhi,India,28.13N,77.27E
01-06-1979,34.526,0.424,New Delhi,India,28.13N,77.27E
01-07-1979,31.598,0.184,New Delhi,India,28.13N,77.27E
01-08-1979,30.694,0.433,New Delhi,India,28.13N,77.27E
01-09-1979,30.086,0.499,New Delhi,India,28.13N,77.27E
01-10-1979,27.536,0.382,New Delhi,India,28.13N,77.27E
01-11-1979,22.76,0.455,New Delhi,India,28.13N,77.27E
01-12-1979,16.83,0.398,New Delhi,India,28.13N,77.27E
01-01-1980,14.912,0.299,New Delhi,India,28.13N,77.27E
01-02-1980,19.007,0.457,New Delhi,India,28.13N,77.27E
01-03-1980,22.747,0.529,New Delhi,India,28.13N,77.27E
01-04-1980,30.976,0.243,New Delhi,India,28.13N,77.27E
01-05-1980,35.417,0.313,New Delhi,India,28.13N,77.27E
01-06-1980,33.86,0.378,New Delhi,India,28.13N,77.27E
01-07-1980,30.361,0.524,New Delhi,India,28.13N,77.27E
01-08-1980,30.381,0.254,New Delhi,India,28.13N,77.27E
01-09-1980,29.811,0.334,New Delhi,India,28.13N,77.27E
01-10-1980,27.294,0.39,New Delhi,India,28.13N,77.27E
01-11-1980,21.246,0.38,New Delhi,India,28.13N,77.27E
01-12-1980,16.175,0.355,New Delhi,India,28.13N,77.27E
01-01-1981,15.06,0.621,New Delhi,India,28.13N,77.27E
01-02-1981,18.662,0.268,New Delhi,India,28.13N,77.27E
01-03-1981,22.53,0.378,New Delhi,India,28.13N,77.27E
01-04-1981,29.892,0.374,New Delhi,India,28.13N,77.27E
01-05-1981,33.729,0.361,New Delhi,India,28.13N,77.27E
01-06-1981,35.484,0.404,New Delhi,India,28.13N,77.27E
01-07-1981,30.441,0.454,New Delhi,India,28.13N,77.27E
01-08-1981,30.457,0.223,New Delhi,India,28.13N,77.27E
01-09-1981,30.558,0.4,New Delhi,India,28.13N,77.27E
01-10-1981,26.662,0.325,New Delhi,India,28.13N,77.27E
01-11-1981,20.158,0.252,New Delhi,India,28.13N,77.27E
01-12-1981,15.819,0.339,New Delhi,India,28.13N,77.27E
01-01-1982,15.359,0.246,New Delhi,India,28.13N,77.27E
01-02-1982,16.457,0.205,New Delhi,India,28.13N,77.27E
01-03-1982,20.619,0.46,New Delhi,India,28.13N,77.27E
01-04-1982,27.876,0.453,New Delhi,India,28.13N,77.27E
01-05-1982,30.614,0.698,New Delhi,India,28.13N,77.27E
01-06-1982,34.114,0.473,New Delhi,India,28.13N,77.27E
01-07-1982,32.649,0.197,New Delhi,India,28.13N,77.27E
01-08-1982,29.858,0.311,New Delhi,India,28.13N,77.27E
01-09-1982,29.895,0.424,New Delhi,India,28.13N,77.27E
01-10-1982,27.007,0.169,New Delhi,India,28.13N,77.27E
01-11-1982,21.164,0.328,New Delhi,India,28.13N,77.27E
01-12-1982,16.495,0.382,New Delhi,India,28.13N,77.27E
01-01-1983,14.113,0.28,New Delhi,India,28.13N,77.27E
01-02-1983,16.533,0.645,New Delhi,India,28.13N,77.27E
01-03-1983,22.369,0.208,New Delhi,India,28.13N,77.27E
01-04-1983,26.043,0.237,New Delhi,India,28.13N,77.27E
01-05-1983,31.552,0.448,New Delhi,India,28.13N,77.27E
01-06-1983,33.371,0.294,New Delhi,India,28.13N,77.27E
01-07-1983,31.254,0.6,New Delhi,India,28.13N,77.27E
01-08-1983,29.883,0.539,New Delhi,India,28.13N,77.27E
01-09-1983,29.79,0.251,New Delhi,India,28.13N,77.27E
01-10-1983,25.739,0.209,New Delhi,India,28.13N,77.27E
01-11-1983,20.228,0.281,New Delhi,India,28.13N,77.27E
01-12-1983,16.093,0.399,New Delhi,India,28.13N,77.27E
01-01-1984,13.895,0.494,New Delhi,India,28.13N,77.27E
01-02-1984,15.83,0.229,New Delhi,India,28.13N,77.27E
01-03-1984,24.987,0.243,New Delhi,India,28.13N,77.27E
01-04-1984,29.69,0.293,New Delhi,India,28.13N,77.27E
01-05-1984,35.673,0.258,New Delhi,India,28.13N,77.27E
01-06-1984,34.726,0.687,New Delhi,India,28.13N,77.27E
01-07-1984,30.797,0.336,New Delhi,India,28.13N,77.27E
01-08-1984,29.75,0.314,New Delhi,India,28.13N,77.27E
01-09-1984,28.522,0.233,New Delhi,India,28.13N,77.27E
01-10-1984,25.915,0.271,New Delhi,India,28.13N,77.27E
01-11-1984,20.514,0.353,New Delhi,India,28.13N,77.27E
01-12-1984,16.47,0.345,New Delhi,India,28.13N,77.27E
01-01-1985,14.533,0.347,New Delhi,India,28.13N,77.27E
01-02-1985,18.244,0.491,New Delhi,India,28.13N,77.27E
01-03-1985,25.515,0.49,New Delhi,India,28.13N,77.27E
01-04-1985,29.794,0.353,New Delhi,India,28.13N,77.27E
01-05-1985,34.614,0.379,New Delhi,India,28.13N,77.27E
01-06-1985,34.572,0.583,New Delhi,India,28.13N,77.27E
01-07-1985,30.685,0.496,New Delhi,India,28.13N,77.27E
01-08-1985,29.991,0.289,New Delhi,India,28.13N,77.27E
01-09-1985,29.186,0.33,New Delhi,India,28.13N,77.27E
01-10-1985,24.931,0.355,New Delhi,India,28.13N,77.27E
01-11-1985,21.174,0.369,New Delhi,India,28.13N,77.27E
01-12-1985,17.136,0.246,New Delhi,India,28.13N,77.27E
01-01-1986,14.76,0.443,New Delhi,India,28.13N,77.27E
01-02-1986,17.064,0.218,New Delhi,India,28.13N,77.27E
01-03-1986,23.1,0.445,New Delhi,India,28.13N,77.27E
01-04-1986,29.026,0.379,New Delhi,India,28.13N,77.27E
01-05-1986,31.708,0.585,New Delhi,India,28.13N,77.27E
01-06-1986,34.027,0.458,New Delhi,India,28.13N,77.27E
01-07-1986,30.584,0.415,New Delhi,India,28.13N,77.27E
01-08-1986,30.374,0.329,New Delhi,India,28.13N,77.27E
01-09-1986,29.922,0.517,New Delhi,India,28.13N,77.27E
01-10-1986,26.181,0.25,New Delhi,India,28.13N,77.27E
01-11-1986,21.918,0.286,New Delhi,India,28.13N,77.27E
01-12-1986,15.045,0.313,New Delhi,India,28.13N,77.27E
01-01-1987,15.481,0.318,New Delhi,India,28.13N,77.27E
01-02-1987,19.231,0.318,New Delhi,India,28.13N,77.27E
01-03-1987,24.327,0.51,New Delhi,India,28.13N,77.27E
01-04-1987,30.067,0.444,New Delhi,India,28.13N,77.27E
01-05-1987,30.936,0.446,New Delhi,India,28.13N,77.27E
01-06-1987,35.438,0.251,New Delhi,India,28.13N,77.27E
01-07-1987,34.241,0.982,New Delhi,India,28.13N,77.27E
01-08-1987,32.147,0.514,New Delhi,India,28.13N,77.27E
01-09-1987,31.064,0.522,New Delhi,India,28.13N,77.27E
01-10-1987,27.76,0.249,New Delhi,India,28.13N,77.27E
01-11-1987,21.494,0.569,New Delhi,India,28.13N,77.27E
01-12-1987,16.282,0.434,New Delhi,India,28.13N,77.27E
01-01-1988,16.046,0.265,New Delhi,India,28.13N,77.27E
01-02-1988,19.241,0.173,New Delhi,India,28.13N,77.27E
01-03-1988,23.526,0.289,New Delhi,India,28.13N,77.27E
01-04-1988,30.658,0.431,New Delhi,India,28.13N,77.27E
01-05-1988,35.589,0.376,New Delhi,India,28.13N,77.27E
01-06-1988,34.024,0.64,New Delhi,India,28.13N,77.27E
01-07-1988,30.532,0.376,New Delhi,India,28.13N,77.27E
01-08-1988,29.636,0.457,New Delhi,India,28.13N,77.27E
01-09-1988,30.24,0.337,New Delhi,India,28.13N,77.27E
01-10-1988,26.342,0.642,New Delhi,India,28.13N,77.27E
01-11-1988,20.976,0.406,New Delhi,India,28.13N,77.27E
01-12-1988,16.458,0.354,New Delhi,India,28.13N,77.27E
01-01-1989,13.854,0.348,New Delhi,India,28.13N,77.27E
01-02-1989,17.12,0.31,New Delhi,India,28.13N,77.27E
01-03-1989,22.863,0.292,New Delhi,India,28.13N,77.27E
01-04-1989,28.167,0.306,New Delhi,India,28.13N,77.27E
01-05-1989,33.966,0.45,New Delhi,India,28.13N,77.27E
01-06-1989,33.412,0.65,New Delhi,India,28.13N,77.27E
01-07-1989,31.824,0.359,New Delhi,India,28.13N,77.27E
